date,close_price,Normalized_Sentiment
2024-03-27,115.2,0.5555555555555556
2024-03-28,117.1,0.5532163742690058
2024-03-29,116.5,0.5508771929824562
2024-03-30,116.6,0.5485380116959064
2024-03-31,116.7,0.5461988304093568
2024-04-01,116.8,0.543859649122807
2024-04-02,117.0,0.5415204678362573
2024-04-03,115.1,0.5391812865497077
2024-04-04,114.0,0.5368421052631579
2024-04-05,113.7,0.5345029239766083
2024-04-06,113.33333333333333,0.5321637426900585
2024-04-07,112.96666666666667,0.5298245614035088
2024-04-08,112.6,0.5274853801169591
2024-04-09,113.0,0.5251461988304094
2024-04-10,113.8,0.5228070175438597
2024-04-11,114.9,0.52046783625731
2024-04-12,115.5,0.5181286549707602
2024-04-13,114.2,0.5157894736842106
2024-04-14,112.89999999999999,0.5134502923976608
2024-04-15,111.6,0.5111111111111111
2024-04-16,113.0,0.5087719298245614
2024-04-17,111.8,0.5064327485380117
2024-04-18,110.4,0.504093567251462
2024-04-19,109.0,0.5017543859649123
2024-04-20,109.43333333333334,0.4994152046783626
2024-04-21,109.86666666666666,0.4970760233918129
2024-04-22,110.3,0.49473684210526314
2024-04-23,112.3,0.49239766081871345
2024-04-24,120.1,0.49005847953216375
2024-04-25,123.2,0.48771929824561405
2024-04-26,123.2,0.48538011695906436
2024-04-27,123.88333333333334,0.4830409356725146
2024-04-28,124.56666666666666,0.4807017543859649
2024-04-29,125.25,0.4783625730994152
2024-04-30,125.93333333333334,0.4760233918128655
2024-05-01,126.61666666666666,0.4736842105263158
2024-05-02,127.3,0.47134502923976607
2024-05-03,125.9,0.46900584795321637
2024-05-04,126.46666666666667,0.4666666666666667
2024-05-05,127.03333333333333,0.464327485380117
2024-05-06,127.6,0.4619883040935673
2024-05-07,131.3,0.45964912280701753
2024-05-08,131.0,0.45730994152046783
2024-05-09,130.3,0.45497076023391814
2024-05-10,131.0,0.45263157894736844
2024-05-11,130.56666666666666,0.45029239766081874
2024-05-12,130.13333333333333,0.447953216374269
2024-05-13,129.7,0.4456140350877193
2024-05-14,130.5,0.4432748538011696
2024-05-15,134.1,0.4409356725146199
2024-05-16,135.4,0.4385964912280702
2024-05-17,134.5,0.43625730994152045
2024-05-18,134.0,0.43391812865497076
2024-05-19,133.5,0.43157894736842106
2024-05-20,133.0,0.4292397660818713
2024-05-21,136.0,0.42690058479532167
2024-05-22,138.0,0.4245614035087719
2024-05-23,137.5,0.4222222222222222
2024-05-24,131.9,0.4198830409356725
2024-05-25,132.20000000000002,0.4175438596491228
2024-05-26,132.5,0.41520467836257313
2024-05-27,132.8,0.4128654970760234
2024-05-28,137.0,0.4105263157894737
2024-05-29,135.7,0.408187134502924
2024-05-30,135.0,0.40584795321637424
2024-05-31,134.6,0.4035087719298246
2024-06-01,135.36666666666667,0.40116959064327484
2024-06-02,136.13333333333333,0.39883040935672515
2024-06-03,136.9,0.39649122807017545
2024-06-04,139.1,0.3941520467836257
2024-06-05,140.1,0.391812865497076
2024-06-06,139.6,0.3894736842105263
2024-06-07,142.0,0.3871345029239766
2024-06-08,142.66666666666666,0.3847953216374269
2024-06-09,143.33333333333334,0.38245614035087716
2024-06-10,144.0,0.38011695906432746
2024-06-11,146.5,0.37777777777777777
2024-06-12,132.0,0.37543859649122807
2024-06-13,130.0,0.3730994152046784
2024-06-14,131.0,0.3707602339181286
2024-06-15,130.26666666666668,0.3684210526315789
