date,close_price,open_price
24/04/2024,120.1,113.6
23/04/2024,112.3,110.9
22/04/2024,110.3,110.0
19/04/2024,109.0,110.5
17/04/2024,111.8,113.1
16/04/2024,113.0,112.0
15/04/2024,111.6,115.5
12/04/2024,115.5,115.9
11/04/2024,114.9,113.5
10/04/2024,113.8,113.5
09/04/2024,113.0,112.6
08/04/2024,112.6,113.7
05/04/2024,113.7,113.1
04/04/2024,114.0,115.0
03/04/2024,115.1,116.1
02/04/2024,117.0,115.4
01/04/2024,116.8,116.0
29/03/2024,116.5,116.4
28/03/2024,117.1,115.9
27/03/2024,115.2,114.7
26/03/2024,115.0,114.0
25/03/2024,114.0,114.1
22/03/2024,114.9,116.3
21/03/2024,116.2,115.2
20/03/2024,114.5,112.3
19/03/2024,112.0,113.0
18/03/2024,113.0,115.8
15/03/2024,116.0,116.8
14/03/2024,117.0,118.5
13/03/2024,117.0,112.8
12/03/2024,111.9,110.0
11/03/2024,110.0,110.0
08/03/2024,110.0,111.3
07/03/2024,111.3,109.1
06/03/2024,109.0,110.0
05/03/2024,110.7,111.4
04/03/2024,111.4,111.0
01/03/2024,110.8,109.2
29/02/2024,109.0,108.2
28/02/2024,108.5,108.0
27/02/2024,107.9,108.5
26/02/2024,108.0,103.9
23/02/2024,103.9,105.5
22/02/2024,104.6,105.9
21/02/2024,105.9,104.0
20/02/2024,104.3,105.2
19/02/2024,105.0,105.5
16/02/2024,105.1,104.0
15/02/2024,104.0,105.2
07/02/2024,104.9,104.7
06/02/2024,104.1,103.6
05/02/2024,103.5,102.0
02/02/2024,102.0,100.2
01/02/2024,99.9,95.9
31/01/2024,95.7,95.6
30/01/2024,95.6,95.9
29/01/2024,95.9,95.9
26/01/2024,95.9,95.5
25/01/2024,95.1,95.1
24/01/2024,95.0,95.8
23/01/2024,95.6,96.1
22/01/2024,96.4,96.8
19/01/2024,96.3,96.0
18/01/2024,95.6,95.7
17/01/2024,95.7,95.6
16/01/2024,95.7,94.7
15/01/2024,95.4,95.0
12/01/2024,94.7,94.8
11/01/2024,95.0,94.7
10/01/2024,94.7,96.7
09/01/2024,96.6,97.3
08/01/2024,97.3,97.4
05/01/2024,97.4,97.3
04/01/2024,97.2,96.3
03/01/2024,96.3,95.6
02/01/2024,95.9,96.9
29/12/2023,96.1,96.6
28/12/2023,96.6,97.0
27/12/2023,96.9,97.4
26/12/2023,97.2,96.5
25/12/2023,96.0,94.9
22/12/2023,94.6,95.0
21/12/2023,95.1,94.6
20/12/2023,94.7,94.3
19/12/2023,94.6,93.9
18/12/2023,94.0,95.9
15/12/2023,96.2,96.2
14/12/2023,96.2,95.8
13/12/2023,95.2,97.4
12/12/2023,96.8,95.4
11/12/2023,95.0,95.5
08/12/2023,94.2,94.3
07/12/2023,94.3,95.1
06/12/2023,95.0,95.0
05/12/2023,94.8,93.8
04/12/2023,93.6,92.6
01/12/2023,92.4,92.2
30/11/2023,91.9,91.4
29/11/2023,91.7,91.6
28/11/2023,91.1,90.8
27/11/2023,90.7,91.4
24/11/2023,91.2,90.8
23/11/2023,90.8,93.3
22/11/2023,93.0,91.9
21/11/2023,91.9,92.0
20/11/2023,90.7,90.1
17/11/2023,91.0,93.4
16/11/2023,93.0,92.2
15/11/2023,92.4,93.7
14/11/2023,92.6,92.0
13/11/2023,91.4,91.6
10/11/2023,91.5,91.5
09/11/2023,92.5,92.0
08/11/2023,92.6,88.2
07/11/2023,88.3,88.5
06/11/2023,88.5,88.2
03/11/2023,87.0,89.0
02/11/2023,89.0,86.4
01/11/2023,85.4,84.3
31/10/2023,83.0,85.1
30/10/2023,85.0,87.0
27/10/2023,87.0,87.5
26/10/2023,86.8,88.3
25/10/2023,90.9,91.8
24/10/2023,92.0,92.4
23/10/2023,91.0,93.8
20/10/2023,92.9,92.5
19/10/2023,92.0,94.0
18/10/2023,93.0,94.9
17/10/2023,93.1,97.8
16/10/2023,96.8,96.8
13/10/2023,96.1,96.0
12/10/2023,96.4,97.0
11/10/2023,97.0,95.9
10/10/2023,96.3,96.5
09/10/2023,95.6,92.4
06/10/2023,92.7,91.5
05/10/2023,91.6,92.8
04/10/2023,92.5,91.3
03/10/2023,92.2,92.2
02/10/2023,93.2,93.4
29/09/2023,92.8,94.0
28/09/2023,94.0,94.1
27/09/2023,94.3,93.9
26/09/2023,93.5,94.2
25/09/2023,94.3,97.0
22/09/2023,96.7,95.1
21/09/2023,96.8,98.5
20/09/2023,98.5,98.8
19/09/2023,98.4,96.8
18/09/2023,96.9,96.9
15/09/2023,97.5,96.0
14/09/2023,95.9,98.0
13/09/2023,98.0,98.9
12/09/2023,98.9,97.4
11/09/2023,97.4,98.7
08/09/2023,97.6,97.5
07/09/2023,97.9,99.0
06/09/2023,99.0,97.1
05/09/2023,96.8,97.1
31/08/2023,96.7,96.6
30/08/2023,96.6,93.2
29/08/2023,93.6,94.0
28/08/2023,94.0,92.0
25/08/2023,90.6,89.5
24/08/2023,90.0,85.5
23/08/2023,86.5,86.4
22/08/2023,86.5,86.3
21/08/2023,85.9,85.9
18/08/2023,85.5,85.6
17/08/2023,86.0,85.0
16/08/2023,85.1,83.2
15/08/2023,84.0,82.6
14/08/2023,82.6,82.1
11/08/2023,82.0,82.0
10/08/2023,82.2,83.1
09/08/2023,83.1,84.0
08/08/2023,84.2,84.0
07/08/2023,84.5,83.6
04/08/2023,83.3,84.0
03/08/2023,83.7,83.8
02/08/2023,83.5,84.5
01/08/2023,84.5,85.6
31/07/2023,85.6,84.7
28/07/2023,84.4,83.5
27/07/2023,83.7,82.8
26/07/2023,82.7,81.2
25/07/2023,81.3,81.0
24/07/2023,81.0,81.0
21/07/2023,81.0,79.7
20/07/2023,80.3,78.6
19/07/2023,78.5,78.5
18/07/2023,78.7,79.0
17/07/2023,79.0,79.0
14/07/2023,78.3,76.9
13/07/2023,75.8,75.8
12/07/2023,75.3,75.0
11/07/2023,75.0,75.3
10/07/2023,75.3,75.3
07/07/2023,75.3,74.2
06/07/2023,74.6,74.8
05/07/2023,74.8,75.1
04/07/2023,87.0,86.4
03/07/2023,86.4,86.5
30/06/2023,86.0,86.5
29/06/2023,86.5,87.0
28/06/2023,87.0,87.4
27/06/2023,87.3,86.0
26/06/2023,85.8,85.1
23/06/2023,85.1,85.6
22/06/2023,85.5,86.1
21/06/2023,85.8,85.5
20/06/2023,85.5,85.0
19/06/2023,84.7,84.7
16/06/2023,84.5,84.1
15/06/2023,84.1,84.2
14/06/2023,84.2,84.3
13/06/2023,84.4,84.4
12/06/2023,84.9,84.5
09/06/2023,84.6,84.3
08/06/2023,83.6,84.7
07/06/2023,85.0,85.0
06/06/2023,85.3,85.3
05/06/2023,85.0,83.9
02/06/2023,83.8,83.5
01/06/2023,83.5,84.0
31/05/2023,84.1,84.2
30/05/2023,84.0,83.0
29/05/2023,83.1,83.5
26/05/2023,83.1,83.1
25/05/2023,83.2,81.2
24/05/2023,81.3,82.0
23/05/2023,82.0,82.5
22/05/2023,82.5,82.8
19/05/2023,82.8,83.0
18/05/2023,82.9,81.8
17/05/2023,81.5,81.9
16/05/2023,81.5,81.0
15/05/2023,81.0,81.4
12/05/2023,80.5,79.3
11/05/2023,79.1,79.1
10/05/2023,79.0,79.0
09/05/2023,78.9,78.6
08/05/2023,78.5,78.5
05/05/2023,78.4,78.6
04/05/2023,78.5,77.8
28/04/2023,77.5,78.8
27/04/2023,78.3,78.1
26/04/2023,78.3,78.1
25/04/2023,78.4,79.1
24/04/2023,79.1,79.5
21/04/2023,79.3,80.0
20/04/2023,79.4,79.8
19/04/2023,79.3,79.8
18/04/2023,79.4,79.6
17/04/2023,79.6,79.6
14/04/2023,79.6,79.9
13/04/2023,79.6,80.3
12/04/2023,80.3,80.3
11/04/2023,80.3,80.2
10/04/2023,80.3,81.0
07/04/2023,80.5,80.2
06/04/2023,80.3,80.7
05/04/2023,80.6,80.5
04/04/2023,80.5,80.9
03/04/2023,80.9,79.4
31/03/2023,79.1,79.1
30/03/2023,79.1,79.0
29/03/2023,79.0,79.2
28/03/2023,79.2,79.2
27/03/2023,79.1,78.9
24/03/2023,78.6,78.3
23/03/2023,78.0,78.4
22/03/2023,78.5,78.2
21/03/2023,78.1,78.6
20/03/2023,77.6,79.1
17/03/2023,79.0,79.6
16/03/2023,79.2,80.0
15/03/2023,80.5,79.1
14/03/2023,78.7,79.0
13/03/2023,78.9,78.1
10/03/2023,79.5,80.2
09/03/2023,80.6,79.5
08/03/2023,79.5,78.5
07/03/2023,78.8,79.1
06/03/2023,78.2,78.1
03/03/2023,78.5,79.3
02/03/2023,80.0,80.0
01/03/2023,80.5,79.5
28/02/2023,80.5,80.0
27/02/2023,80.3,80.0
24/02/2023,80.8,81.1
23/02/2023,81.4,81.7
22/02/2023,81.8,82.3
21/02/2023,82.8,82.8
20/02/2023,82.8,81.6
17/02/2023,81.6,81.2
16/02/2023,81.6,81.6
15/02/2023,81.6,80.5
14/02/2023,80.8,80.7
13/02/2023,80.7,80.7
10/02/2023,80.7,81.1
09/02/2023,80.7,81.0
08/02/2023,81.2,80.8
07/02/2023,80.7,80.5
06/02/2023,80.5,80.0
03/02/2023,80.1,82.0
02/02/2023,81.9,82.1
01/02/2023,82.0,84.0
31/01/2023,83.5,83.5
30/01/2023,83.7,84.2
27/01/2023,84.0,84.1
19/01/2023,83.9,83.0
18/01/2023,83.4,82.1
17/01/2023,82.0,81.2
16/01/2023,80.8,80.1
13/01/2023,80.0,80.5
12/01/2023,80.7,81.0
11/01/2023,80.9,80.4
10/01/2023,80.4,80.7
09/01/2023,80.3,80.5
06/01/2023,80.3,80.4
05/01/2023,80.6,80.2
04/01/2023,80.0,80.8
03/01/2023,80.0,76.9
30/12/2022,76.9,76.2
29/12/2022,76.2,76.5
28/12/2022,76.7,77.0
27/12/2022,76.5,76.4
26/12/2022,76.4,77.7
23/12/2022,78.0,76.4
22/12/2022,77.2,77.2
21/12/2022,77.2,77.2
20/12/2022,76.6,77.2
19/12/2022,76.6,78.3
16/12/2022,77.9,77.0
15/12/2022,77.7,76.4
14/12/2022,76.3,77.2
13/12/2022,77.2,76.2
12/12/2022,77.0,77.6
09/12/2022,78.0,76.3
08/12/2022,77.0,76.9
07/12/2022,76.5,75.9
06/12/2022,76.0,78.3
05/12/2022,78.3,78.0
02/12/2022,77.4,74.7
01/12/2022,74.7,75.1
30/11/2022,74.6,74.5
29/11/2022,74.3,74.9
28/11/2022,74.3,72.4
25/11/2022,72.0,70.6
24/11/2022,70.5,69.8
23/11/2022,70.5,70.0
22/11/2022,70.5,70.0
21/11/2022,70.1,69.5
18/11/2022,71.5,70.1
17/11/2022,71.0,69.3
16/11/2022,69.3,61.3
15/11/2022,65.9,70.0
14/11/2022,70.8,72.0
11/11/2022,72.8,73.1
10/11/2022,73.0,73.5
09/11/2022,74.0,73.3
08/11/2022,73.3,71.5
07/11/2022,72.6,72.6
04/11/2022,72.9,74.0
03/11/2022,74.1,74.5
02/11/2022,74.0,75.2
01/11/2022,75.5,76.3
31/10/2022,75.6,75.0
28/10/2022,75.0,76.3
27/10/2022,75.8,74.1
26/10/2022,73.8,74.5
25/10/2022,73.2,71.4
24/10/2022,71.1,73.9
21/10/2022,73.9,77.7
20/10/2022,77.8,75.8
19/10/2022,75.5,74.9
18/10/2022,74.9,74.0
17/10/2022,73.8,73.5
14/10/2022,74.0,74.4
13/10/2022,73.0,72.2
12/10/2022,72.4,71.0
11/10/2022,71.0,74.0
10/10/2022,74.0,73.5
07/10/2022,74.0,76.2
06/10/2022,76.5,78.9
05/10/2022,78.4,79.0
04/10/2022,77.5,78.0
03/10/2022,77.0,79.6
30/09/2022,80.5,77.0
29/09/2022,77.0,79.8
28/09/2022,78.0,80.1
27/09/2022,80.5,82.0
26/09/2022,81.5,81.5
23/09/2022,82.4,83.1
22/09/2022,82.9,82.0
21/09/2022,82.3,83.3
20/09/2022,83.4,83.1
19/09/2022,83.1,82.5
16/09/2022,82.5,83.7
15/09/2022,83.7,84.5
14/09/2022,84.0,83.5
13/09/2022,84.6,85.0
12/09/2022,84.6,85.1
09/09/2022,84.3,84.6
08/09/2022,84.3,84.1
07/09/2022,84.0,85.5
06/09/2022,85.8,86.0
05/09/2022,86.2,86.5
31/08/2022,86.6,85.8
30/08/2022,86.4,86.5
29/08/2022,86.5,87.0
26/08/2022,87.2,86.4
25/08/2022,86.3,86.2
24/08/2022,86.2,86.5
23/08/2022,87.0,86.1
22/08/2022,86.8,86.6
19/08/2022,86.9,88.0
18/08/2022,88.3,87.9
17/08/2022,88.3,89.0
16/08/2022,88.7,88.9
15/08/2022,88.9,86.6
12/08/2022,86.5,85.7
11/08/2022,86.0,86.2
10/08/2022,86.0,86.3
09/08/2022,86.2,86.0
08/08/2022,86.0,85.9
05/08/2022,85.8,86.1
04/08/2022,86.1,85.1
03/08/2022,84.8,85.0
02/08/2022,85.0,84.0
01/08/2022,84.0,84.0
29/07/2022,83.5,85.1
28/07/2022,84.9,85.2
27/07/2022,85.2,84.6
26/07/2022,84.8,86.0
25/07/2022,85.4,87.0
22/07/2022,85.1,86.4
21/07/2022,85.0,85.9
20/07/2022,84.9,85.0
19/07/2022,83.0,82.9
18/07/2022,83.0,82.8
15/07/2022,82.2,84.0
14/07/2022,82.8,82.8
13/07/2022,82.5,84.0
12/07/2022,83.5,82.8
11/07/2022,82.8,84.6
08/07/2022,83.6,83.9
07/07/2022,83.1,83.9
06/07/2022,83.5,84.1
05/07/2022,85.4,87.8
04/07/2022,86.7,88.5
01/07/2022,88.0,87.0
30/06/2022,86.2,89.5
29/06/2022,90.0,88.9
28/06/2022,89.7,89.5
27/06/2022,86.5,86.4
24/06/2022,85.5,86.1
23/06/2022,85.5,84.0
22/06/2022,84.5,89.8
21/06/2022,89.1,92.4
20/06/2022,92.0,93.5
17/06/2022,92.0,90.3
16/06/2022,92.0,91.0
15/06/2022,90.5,90.6
14/06/2022,89.1,86.0
13/06/2022,86.2,88.0
10/06/2022,110.0,113.4
09/06/2022,115.3,115.5
08/06/2022,115.0,116.3
07/06/2022,115.6,112.7
06/06/2022,113.0,114.0
03/06/2022,114.0,111.5
02/06/2022,111.5,112.8
01/06/2022,111.8,109.9
31/05/2022,109.9,111.3
30/05/2022,111.3,111.1
27/05/2022,111.8,105.6
26/05/2022,105.6,105.2
25/05/2022,105.0,99.5
24/05/2022,98.2,96.5
23/05/2022,96.5,98.2
20/05/2022,97.5,97.7
19/05/2022,97.0,95.1
18/05/2022,97.7,99.7
17/05/2022,99.7,93.0
16/05/2022,93.2,97.5
13/05/2022,93.6,96.1
12/05/2022,95.6,99.3
11/05/2022,101.9,98.0
10/05/2022,98.4,94.0
09/05/2022,94.0,98.3
06/05/2022,100.2,102.3
05/05/2022,104.7,104.6
04/05/2022,104.5,104.9
29/04/2022,105.0,105.0
28/04/2022,105.5,102.9
27/04/2022,103.0,102.5
26/04/2022,104.3,100.2
25/04/2022,103.4,110.1
22/04/2022,111.1,112.5
21/04/2022,112.0,111.2
20/04/2022,112.0,112.0
19/04/2022,112.0,116.5
18/04/2022,115.5,115.0
15/04/2022,115.0,115.1
14/04/2022,116.6,115.2
13/04/2022,115.1,110.0
12/04/2022,109.8,109.0
08/04/2022,108.5,113.3
07/04/2022,113.3,113.7
06/04/2022,113.0,108.4
05/04/2022,109.0,109.1
04/04/2022,109.3,113.5
01/04/2022,111.0,106.9
31/03/2022,107.0,105.5
30/03/2022,106.0,105.8
29/03/2022,104.9,98.6
28/03/2022,98.1,95.5
25/03/2022,95.7,96.1
24/03/2022,96.0,96.0
23/03/2022,96.5,96.5
22/03/2022,96.4,96.0
21/03/2022,95.3,95.2
18/03/2022,95.1,93.0
17/03/2022,92.0,91.8
16/03/2022,91.6,91.1
15/03/2022,91.0,91.8
14/03/2022,91.8,93.0
11/03/2022,93.2,94.5
10/03/2022,94.6,96.3
09/03/2022,95.5,94.6
08/03/2022,94.8,93.8
07/03/2022,93.8,93.1
04/03/2022,93.5,93.3
03/03/2022,93.4,93.2
02/03/2022,93.1,93.0
01/03/2022,93.4,94.0
28/02/2022,93.3,92.3
25/02/2022,92.3,92.4
24/02/2022,92.0,93.0
23/02/2022,93.0,92.6
22/02/2022,92.9,93.0
21/02/2022,93.5,92.2
18/02/2022,92.2,92.3
17/02/2022,92.8,91.9
16/02/2022,91.3,91.7
15/02/2022,91.1,91.0
14/02/2022,91.0,91.0
11/02/2022,91.6,91.8
10/02/2022,92.0,91.4
09/02/2022,90.7,91.7
08/02/2022,90.6,89.5
07/02/2022,89.5,90.0
28/01/2022,89.5,86.0
27/01/2022,85.9,86.0
26/01/2022,86.0,87.0
25/01/2022,86.5,85.2
24/01/2022,85.3,88.2
21/01/2022,88.2,89.0
20/01/2022,90.9,88.4
19/01/2022,88.4,88.1
18/01/2022,88.1,88.3
17/01/2022,89.0,90.5
14/01/2022,91.3,91.7
13/01/2022,92.1,90.9
12/01/2022,89.6,89.1
11/01/2022,89.5,92.0
10/01/2022,92.0,93.2
07/01/2022,93.4,93.1
06/01/2022,93.5,93.6
05/01/2022,93.6,93.7
04/01/2022,93.5,93.4
31/12/2021,93.0,93.8
30/12/2021,93.6,93.7
29/12/2021,93.6,94.8
28/12/2021,94.5,94.5
27/12/2021,94.5,94.2
24/12/2021,93.8,93.5
23/12/2021,93.2,95.0
22/12/2021,95.0,95.0
21/12/2021,95.2,95.7
20/12/2021,95.8,96.5
17/12/2021,96.4,95.6
16/12/2021,95.5,97.5
15/12/2021,95.9,95.7
14/12/2021,95.7,96.0
13/12/2021,96.0,96.5
10/12/2021,95.8,96.4
09/12/2021,97.0,95.1
08/12/2021,95.6,96.5
07/12/2021,96.0,95.0
06/12/2021,94.5,95.5
03/12/2021,95.5,97.8
02/12/2021,97.2,97.6
01/12/2021,98.2,97.5
30/11/2021,97.1,98.1
29/11/2021,98.1,97.5
26/11/2021,98.9,100.1
25/11/2021,100.0,98.5
24/11/2021,97.9,96.7
23/11/2021,96.6,95.0
22/11/2021,95.0,95.5
19/11/2021,95.3,97.5
18/11/2021,96.5,98.3
17/11/2021,98.3,98.3
16/11/2021,98.3,97.3
15/11/2021,97.3,98.5
12/11/2021,98.0,96.2
11/11/2021,96.0,97.0
10/11/2021,97.0,96.4
09/11/2021,96.4,97.5
08/11/2021,97.4,97.6
05/11/2021,97.6,96.2
04/11/2021,96.0,96.1
03/11/2021,96.1,96.2
02/11/2021,96.1,95.5
01/11/2021,95.8,97.4
29/10/2021,96.9,98.0
28/10/2021,98.0,98.2
27/10/2021,98.2,96.8
26/10/2021,96.9,95.0
25/10/2021,94.9,96.2
22/10/2021,96.2,97.0
21/10/2021,96.7,98.4
20/10/2021,97.6,98.7
19/10/2021,98.6,99.0
18/10/2021,99.0,99.0
15/10/2021,98.9,99.4
14/10/2021,98.8,99.4
13/10/2021,99.4,99.0
12/10/2021,99.0,99.2
11/10/2021,99.2,99.0
08/10/2021,98.9,95.0
07/10/2021,94.3,94.9
06/10/2021,94.4,94.5
05/10/2021,94.4,95.0
04/10/2021,94.6,93.0
01/10/2021,92.9,92.9
30/09/2021,93.0,93.5
29/09/2021,93.2,93.0
28/09/2021,93.0,91.7
27/09/2021,92.1,92.9
24/09/2021,92.7,93.2
23/09/2021,93.1,93.2
22/09/2021,93.2,93.2
21/09/2021,93.5,93.4
20/09/2021,94.4,96.0
17/09/2021,95.7,95.5
16/09/2021,94.7,94.4
15/09/2021,94.1,93.8
14/09/2021,93.8,93.3
13/09/2021,93.0,93.6
10/09/2021,93.5,93.4
09/09/2021,93.2,93.1
08/09/2021,93.1,93.5
07/09/2021,93.5,95.3
06/09/2021,94.9,92.4
01/09/2021,92.4,92.1
31/08/2021,92.4,92.3
30/08/2021,92.2,93.0
27/08/2021,92.0,91.0
26/08/2021,91.4,92.0
25/08/2021,91.9,92.4
24/08/2021,91.9,91.5
23/08/2021,91.0,92.5
20/08/2021,92.8,94.5
19/08/2021,94.5,95.0
18/08/2021,94.0,93.8
17/08/2021,93.8,94.1
16/08/2021,94.6,95.0
13/08/2021,95.0,93.1
12/08/2021,93.8,95.8
11/08/2021,96.1,97.7
10/08/2021,97.8,98.3
09/08/2021,97.5,97.0
06/08/2021,96.6,96.8
05/08/2021,96.6,95.2
04/08/2021,95.6,95.9
03/08/2021,95.8,95.8
02/08/2021,95.6,94.0
30/07/2021,94.0,93.5
29/07/2021,93.4,92.0
28/07/2021,92.0,92.8
27/07/2021,93.2,94.4
26/07/2021,93.7,90.3
23/07/2021,90.5,89.4
22/07/2021,89.4,86.2
21/07/2021,86.6,86.8
20/07/2021,86.8,84.8
19/07/2021,84.7,85.2
16/07/2021,86.8,85.9
15/07/2021,85.4,84.7
14/07/2021,85.2,87.6
13/07/2021,87.0,86.9
12/07/2021,86.1,88.8
09/07/2021,89.7,89.6
08/07/2021,89.8,90.4
07/07/2021,90.5,87.0
06/07/2021,87.0,92.5
05/07/2021,92.7,95.0
02/07/2021,91.9,89.3
01/07/2021,88.9,88.1
30/06/2021,88.0,89.0
29/06/2021,88.6,86.6
28/06/2021,85.7,86.1
25/06/2021,85.2,84.7
24/06/2021,84.7,84.3
23/06/2021,84.9,85.3
22/06/2021,85.4,86.1
21/06/2021,85.6,83.6
18/06/2021,83.8,83.1
17/06/2021,82.6,82.1
16/06/2021,83.1,83.2
15/06/2021,83.2,83.8
14/06/2021,83.8,83.5
11/06/2021,83.5,81.5
10/06/2021,81.9,81.7
09/06/2021,81.7,80.6
08/06/2021,80.8,82.0
07/06/2021,82.7,84.6
04/06/2021,84.7,85.0
03/06/2021,85.2,85.0
02/06/2021,85.5,87.1
01/06/2021,87.1,87.9
31/05/2021,97.9,95.5
28/05/2021,94.8,94.0
27/05/2021,93.8,95.3
26/05/2021,95.3,94.2
25/05/2021,93.8,93.5
24/05/2021,93.5,93.8
21/05/2021,93.8,94.3
20/05/2021,95.5,90.8
19/05/2021,90.8,87.5
18/05/2021,87.0,86.4
17/05/2021,85.7,85.8
14/05/2021,84.8,84.3
13/05/2021,84.0,85.0
12/05/2021,85.4,85.0
11/05/2021,85.2,86.0
10/05/2021,85.8,83.1
07/05/2021,83.0,82.7
06/05/2021,82.7,83.0
05/05/2021,82.9,84.5
04/05/2021,82.9,80.0
29/04/2021,80.9,80.8
28/04/2021,80.8,80.1
27/04/2021,80.7,80.4
26/04/2021,81.0,82.5
23/04/2021,83.0,80.0
22/04/2021,80.0,82.0
20/04/2021,82.9,81.8
19/04/2021,81.5,80.0
16/04/2021,79.7,79.8
15/04/2021,80.0,81.0
14/04/2021,81.0,80.0
13/04/2021,80.7,82.0
12/04/2021,82.1,82.4
09/04/2021,82.1,79.9
08/04/2021,79.6,80.2
07/04/2021,79.6,79.2
06/04/2021,79.4,79.1
05/04/2021,79.6,80.4
02/04/2021,79.8,80.4
01/04/2021,79.7,77.9
31/03/2021,77.7,77.1
30/03/2021,77.1,77.9
29/03/2021,77.6,76.5
26/03/2021,76.1,76.2
25/03/2021,76.6,77.5
24/03/2021,77.0,77.9
23/03/2021,78.8,78.5
22/03/2021,78.7,79.5
19/03/2021,79.8,80.0
18/03/2021,81.0,81.0
17/03/2021,80.8,81.5
16/03/2021,81.0,77.0
15/03/2021,76.5,76.6
12/03/2021,76.5,77.0
11/03/2021,76.7,76.5
10/03/2021,76.3,75.9
09/03/2021,75.0,75.0
08/03/2021,75.8,76.0
05/03/2021,75.9,75.5
04/03/2021,75.9,77.7
03/03/2021,77.7,78.0
