date,close_price,open_price
02/03/2021,77.9,78.9
01/03/2021,77.9,76.8
26/02/2021,76.2,75.0
25/02/2021,76.2,76.1
24/02/2021,75.4,76.0
23/02/2021,75.5,76.3
22/02/2021,76.8,76.6
19/02/2021,76.6,77.3
18/02/2021,78.2,78.0
17/02/2021,77.9,76.3
09/02/2021,74.6,71.4
08/02/2021,71.3,71.3
05/02/2021,72.9,73.0
04/02/2021,72.5,70.2
03/02/2021,70.0,67.5
02/02/2021,66.0,63.1
01/02/2021,63.5,64.4
29/01/2021,62.7,59.0
28/01/2021,58.6,60.0
27/01/2021,63.0,65.7
26/01/2021,66.0,67.5
25/01/2021,67.0,66.8
22/01/2021,66.9,65.7
21/01/2021,65.6,64.5
20/01/2021,63.3,62.7
19/01/2021,62.0,66.0
18/01/2021,66.3,67.0
15/01/2021,66.6,67.0
14/01/2021,66.4,66.5
13/01/2021,66.5,65.9
12/01/2021,65.8,65.0
11/01/2021,64.7,63.9
08/01/2021,63.3,63.0
07/01/2021,62.5,62.6
06/01/2021,62.4,63.1
05/01/2021,62.7,60.0
04/01/2021,60.2,59.6
31/12/2020,59.1,58.1
30/12/2020,58.1,58.1
29/12/2020,58.6,57.9
28/12/2020,57.9,57.9
25/12/2020,57.6,57.0
24/12/2020,57.0,57.5
23/12/2020,57.5,58.3
22/12/2020,58.1,57.4
21/12/2020,57.5,57.3
18/12/2020,56.9,56.5
17/12/2020,56.5,56.9
16/12/2020,57.1,57.2
15/12/2020,56.7,57.5
14/12/2020,57.2,57.0
11/12/2020,57.0,56.6
10/12/2020,56.5,57.0
09/12/2020,57.5,56.3
08/12/2020,56.2,55.7
07/12/2020,55.7,55.7
04/12/2020,55.7,55.4
03/12/2020,55.6,55.5
02/12/2020,55.6,55.0
01/12/2020,55.2,55.0
30/11/2020,55.4,56.7
27/11/2020,56.2,55.9
26/11/2020,55.7,55.5
25/11/2020,55.2,56.3
23/11/2020,55.9,55.2
20/11/2020,55.2,55.1
19/11/2020,55.1,54.3
18/11/2020,54.0,54.3
17/11/2020,54.0,53.6
16/11/2020,53.3,54.0
13/11/2020,53.8,53.8
12/11/2020,53.5,53.0
11/11/2020,53.0,53.4
10/11/2020,53.0,54.0
09/11/2020,53.4,52.8
06/11/2020,52.4,52.4
05/11/2020,52.0,52.7
04/11/2020,53.0,53.0
03/11/2020,52.8,51.9
02/11/2020,51.7,51.5
30/10/2020,51.5,51.4
29/10/2020,50.9,50.4
28/10/2020,50.7,52.0
27/10/2020,52.1,52.9
26/10/2020,52.8,53.9
23/10/2020,53.9,54.2
22/10/2020,54.0,52.8
21/10/2020,52.8,53.2
20/10/2020,53.2,53.1
19/10/2020,53.3,53.6
16/10/2020,53.2,51.2
15/10/2020,51.2,51.2
14/10/2020,51.0,50.8
13/10/2020,50.7,50.9
12/10/2020,50.9,50.9
09/10/2020,50.8,51.0
08/10/2020,51.1,50.5
07/10/2020,50.4,50.2
06/10/2020,50.5,50.8
05/10/2020,50.5,50.4
02/10/2020,50.3,50.8
01/10/2020,50.8,50.2
30/09/2020,50.0,50.2
29/09/2020,50.2,51.4
28/09/2020,51.1,50.9
25/09/2020,50.8,50.7
24/09/2020,50.5,50.7
23/09/2020,51.1,51.3
22/09/2020,51.3,50.8
21/09/2020,51.2,51.3
18/09/2020,51.2,50.1
17/09/2020,50.0,50.3
16/09/2020,50.5,50.0
15/09/2020,50.0,49.5
14/09/2020,49.3,49.25
11/09/2020,49.15,49.0
10/09/2020,49.2,49.5
09/09/2020,49.2,48.65
08/09/2020,49.5,48.75
07/09/2020,48.5,49.95
04/09/2020,50.0,49.5
03/09/2020,50.4,50.4
01/09/2020,49.9,49.5
31/08/2020,49.5,49.9
28/08/2020,49.9,50.2
27/08/2020,49.85,48.25
26/08/2020,48.4,48.8
25/08/2020,48.85,48.6
24/08/2020,48.45,47.95
21/08/2020,47.4,47.25
20/08/2020,47.05,46.9
19/08/2020,46.85,46.9
18/08/2020,46.85,47.0
17/08/2020,47.0,47.0
14/08/2020,47.8,48.1
13/08/2020,47.95,47.7
12/08/2020,47.5,47.1
11/08/2020,47.0,47.45
10/08/2020,47.2,47.35
07/08/2020,47.1,46.8
06/08/2020,46.8,47.0
05/08/2020,47.0,46.5
04/08/2020,46.55,46.5
03/08/2020,45.9,44.5
31/07/2020,44.5,44.0
30/07/2020,45.15,44.6
29/07/2020,44.55,44.4
28/07/2020,45.7,44.4
27/07/2020,43.7,45.0
24/07/2020,45.9,47.4
23/07/2020,47.75,47.4
22/07/2020,47.4,48.0
21/07/2020,47.8,47.5
20/07/2020,47.4,47.4
17/07/2020,48.1,48.5
16/07/2020,48.6,48.55
15/07/2020,48.6,48.7
14/07/2020,48.55,48.3
13/07/2020,48.65,48.0
10/07/2020,47.8,48.1
09/07/2020,48.35,47.9
08/07/2020,47.7,47.3
07/07/2020,47.45,47.0
06/07/2020,46.8,46.5
03/07/2020,46.25,46.5
02/07/2020,46.15,46.3
01/07/2020,46.2,46.0
30/06/2020,45.65,46.15
29/06/2020,46.05,46.6
26/06/2020,46.85,46.8
25/06/2020,46.8,46.65
24/06/2020,47.2,47.9
23/06/2020,47.55,46.95
22/06/2020,47.0,47.0
19/06/2020,47.0,46.6
18/06/2020,46.6,46.3
17/06/2020,46.35,46.7
16/06/2020,46.6,46.6
15/06/2020,46.0,48.0
12/06/2020,47.0,45.0
11/06/2020,46.0,48.8
10/06/2020,48.8,49.0
09/06/2020,48.95,49.6
08/06/2020,49.35,49.0
05/06/2020,48.7,48.4
04/06/2020,48.4,48.9
03/06/2020,48.65,48.0
02/06/2020,48.0,48.3
01/06/2020,48.3,48.0
29/05/2020,47.95,48.0
28/05/2020,48.0,48.2
27/05/2020,48.0,48.9
26/05/2020,48.8,48.5
25/05/2020,48.45,48.5
22/05/2020,48.45,49.0
21/05/2020,49.3,48.9
20/05/2020,48.9,49.0
19/05/2020,49.25,49.2
18/05/2020,48.35,47.5
15/05/2020,48.0,48.3
14/05/2020,48.7,48.95
13/05/2020,49.35,47.5
12/05/2020,54.4,54.0
11/05/2020,54.0,54.0
08/05/2020,53.7,53.6
07/05/2020,53.5,53.0
06/05/2020,52.9,51.0
05/05/2020,50.9,50.8
04/05/2020,50.5,50.2
29/04/2020,50.8,50.8
28/04/2020,50.7,50.7
27/04/2020,50.7,51.5
24/04/2020,51.0,50.9
23/04/2020,51.0,52.1
22/04/2020,51.1,48.8
21/04/2020,49.3,50.5
20/04/2020,51.3,51.9
17/04/2020,51.2,51.2
16/04/2020,50.3,49.7
15/04/2020,50.1,50.5
14/04/2020,49.5,47.6
13/04/2020,46.5,46.4
10/04/2020,46.4,46.6
09/04/2020,46.85,47.0
08/04/2020,46.85,46.1
07/04/2020,47.3,47.5
06/04/2020,47.5,46.0
03/04/2020,44.6,43.0
01/04/2020,42.3,40.8
31/03/2020,41.1,41.5
30/03/2020,40.4,40.5
27/03/2020,43.1,44.4
26/03/2020,44.2,45.5
25/03/2020,46.0,46.0
24/03/2020,44.5,45.0
23/03/2020,44.4,46.1
20/03/2020,47.7,48.2
19/03/2020,47.7,47.6
18/03/2020,48.4,49.0
17/03/2020,48.5,48.5
16/03/2020,47.6,48.15
13/03/2020,48.15,45.3
12/03/2020,48.1,48.6
11/03/2020,50.8,52.0
10/03/2020,51.7,51.0
09/03/2020,50.3,51.2
06/03/2020,54.0,54.2
05/03/2020,54.6,55.5
04/03/2020,55.5,55.5
03/03/2020,55.9,56.2
02/03/2020,55.7,55.1
28/02/2020,55.1,55.0
27/02/2020,56.0,55.0
26/02/2020,55.0,53.4
25/02/2020,54.0,52.1
24/02/2020,52.5,53.1
21/02/2020,54.7,55.9
20/02/2020,55.8,56.1
19/02/2020,55.7,55.9
18/02/2020,56.0,54.4
17/02/2020,54.2,54.6
14/02/2020,54.5,54.1
13/02/2020,54.3,54.1
12/02/2020,54.1,53.8
11/02/2020,53.6,52.9
10/02/2020,52.6,52.4
07/02/2020,53.3,53.0
06/02/2020,53.6,52.5
05/02/2020,52.0,52.3
04/02/2020,51.8,52.4
03/02/2020,51.5,51.5
31/01/2020,52.0,54.0
30/01/2020,54.7,55.3
22/01/2020,56.5,55.0
21/01/2020,55.5,57.8
20/01/2020,57.4,57.5
17/01/2020,57.6,58.0
16/01/2020,58.0,57.0
15/01/2020,57.0,57.0
14/01/2020,57.0,57.1
13/01/2020,57.1,57.4
10/01/2020,57.5,57.5
09/01/2020,57.6,57.3
08/01/2020,56.8,57.5
07/01/2020,58.1,57.3
06/01/2020,57.0,57.1
03/01/2020,57.6,58.9
02/01/2020,58.6,58.3
